sorgente,domanda,corretta,errata_1,errata_2,errata_3
../SviluppoCooperazioneInternazionale/faq-lezioni/index.txt,"Secondo il testo, è possibile sostenere gli esami di un corso di laurea senza frequentare le lezioni?","A. Sì, è possibile sostenere tutti gli esami senza frequentare le lezioni.","B. No, la frequenza alle lezioni è obbligatoria per sostenere gli esami.",C. È possibile sostenere gli esami senza frequentare le lezioni solo per alcuni corsi specifici.,D. È possibile sostenere gli esami senza frequentare le lezioni solo per l'anno accademico 2022/23.
../SviluppoCooperazioneInternazionale/obiettivi/index.txt,Quale tra le seguenti affermazioni descrive meglio l'approccio interdisciplinare del Corso di Laurea in Sviluppo e Cooperazione Internazionale?,"A. Il corso integra discipline economiche, storiche, giuridiche, politologiche, statistiche e sociologiche per analizzare i problemi di sviluppo locale e globale.",B. Il corso si concentra principalmente sulle discipline economiche e statistiche per fornire una solida base per l'analisi quantitativa dello sviluppo.,C. Il corso privilegia un approccio storico e giuridico per comprendere le radici dei problemi di sviluppo nei paesi del Mediterraneo.,"D. Il corso si focalizza sulle dinamiche sociali e culturali locali, trascurando l'analisi di fattori economici e politici."
../SviluppoCooperazioneInternazionale/obiettivi/index.txt,In che anno è stato introdotto il corso di studio?,A. 2011,B. 2010,C. 2012,D. 2001
../SviluppoCooperazioneInternazionale/riconoscimento-attivita-extra-universitarie/index.txt,Quale è il numero massimo di CFU riconoscibili per i tirocini curriculari?,A. 12,B. 6,C. 24,D. 8
../SviluppoCooperazioneInternazionale/faq-mobilita-internazionale/index.txt,"Secondo il testo, in quale situazione è necessario sostenere un esame equivalente a quello previsto nel piano di studi originario, anche dopo il ritorno dall'estero?",A. Se l'esame non viene sostenuto durante il periodo di studi all'estero e fa parte del gruppo di esami obbligatori.,B. Se l'esame non viene sostenuto durante il periodo di studi all'estero e fa parte di esami a scelta libera.,C. Se l'esame non viene sostenuto durante il periodo di studi all'estero e non ha una corrispondenza precisa presso l'Università di Bologna.,D. Se l'esame non viene sostenuto durante il periodo di studi all'estero e non rientra nel piano di studi originario.
../SviluppoCooperazioneInternazionale/prova-finale-laurea-requisiti-e-scadenze/index.txt,Quale delle seguenti affermazioni riguardo alla domanda di laurea è FALSA?,A. La domanda di laurea è valida per una sola sessione di laurea.,B.  È possibile presentare la domanda di laurea anche durante la sessione di laurea.,C. Per la presentazione della domanda di laurea è necessario caricare l'elaborato di tesi in formato pdf.,D.  La domanda di laurea deve essere presentata entro le scadenze indicate per la sessione di laurea.
../SviluppoCooperazioneInternazionale/prova-finale-laurea-requisiti-e-scadenze/calendario-lauree-a-a-23-24.pdf/@@download/file/Calendario%20Lauree%20A.A.%2023-24.pdf.txt,Qual è la data limite per la presentazione della domanda di laurea per la sessione di laurea di ottobre 2024?,A. 2 Settembre 2024,B. 30 Maggio 2024,C. 21 Novembre 2024,D. 7 Ottobre 2024
../SviluppoCooperazioneInternazionale/prova-finale-laurea-requisiti-e-scadenze/calendario-lauree-a-a-23-24.pdf/@@download/file/Calendario%20Lauree%20A.A.%2023-24.pdf.txt,Quanto costa il corso universitario?,A. 100 euro.,B. 50 euro.,C. 200 euro.,D. Il costo non è specificato nel testo.
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/index.txt,"Secondo le norme redazionali attuali, qual è la dimensione del carattere consigliata per le note in una tesi di laurea presso l'Università di Bologna?",A. 10,B. 12,C. 11,D. 8
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/norme-redazionali-e-di-citazione-per-la-stesura-della-tesi-di-laurea-unibo.docx/@@download/file/Linee%20guida%20per%20la%20stesura%20della%20tesi%20di%20laurea.pdf.txt,"Secondo il testo, quale è lo scopo principale di questo documento?","A. Fornire linee guida per la stesura dell'elaborato finale, inclusi i principali criteri redazionali e di citazione.",B. Descrivere in dettaglio i metodi di ricerca utilizzati per la stesura di una tesi di laurea.,C. Presentare una panoramica completa della disciplina di Sviluppo e Cooperazione Internazionale.,D. Fornire un elenco di risorse bibliografiche utili per la stesura di una tesi di laurea.
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/norme-redazionali-e-di-citazione-per-la-stesura-della-tesi-di-laurea-unibo.docx/@@download/file/Linee%20guida%20per%20la%20stesura%20della%20tesi%20di%20laurea.pdf.txt,"Secondo il testo, quale delle seguenti affermazioni riguardo alla costruzione dell'indice provvisorio è corretta?",A.  È consigliabile iniziare a pensare all'indice sin dai primi passi della ricerca bibliografica per organizzare le idee e il lavoro successivo.,B. L'indice provvisorio deve essere completato solo dopo aver terminato la stesura del corpo del saggio.,"C. L'indice provvisorio non è necessario, in quanto l'indice definitivo sarà sufficiente.",D. L'indice provvisorio deve includere una sintesi di tutti i risultati della ricerca.
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/norme-redazionali-e-di-citazione-per-la-stesura-della-tesi-di-laurea-unibo.docx/@@download/file/Linee%20guida%20per%20la%20stesura%20della%20tesi%20di%20laurea.pdf.txt,"Secondo il testo, quale elemento NON dovrebbe essere presente nell'introduzione di un saggio?",A. Una breve descrizione della metodologia da utilizzare.,B. Una sintesi dei risultati della ricerca.,C. Le motivazioni della ricerca.,D. Le condizioni sotto le quali l'approccio proposto è valido.
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/norme-redazionali-e-di-citazione-per-la-stesura-della-tesi-di-laurea-unibo.docx/@@download/file/Linee%20guida%20per%20la%20stesura%20della%20tesi%20di%20laurea.pdf.txt,"Secondo il testo, quale delle seguenti affermazioni riguardo all'utilizzo di grafici e figure in un saggio accademico è corretta?",A. È preferibile inserire due o più grafici/figure semplici piuttosto che uno complesso per una migliore leggibilità.,"B. I grafici e le figure dovrebbero essere elaborati al massimo, con effetti tridimensionali e ombreggiature per un impatto visivo maggiore.","C. È consigliabile utilizzare una vasta gamma di colori nei grafici, anche se la stampa potrebbe renderli illeggibili.",D. Le tabelle con grandi quantità di dati sono accettabili se presentano una sintesi chiara dei risultati in un formato leggibile.
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/norme-redazionali-e-di-citazione-per-la-stesura-della-tesi-di-laurea-unibo.docx/@@download/file/Linee%20guida%20per%20la%20stesura%20della%20tesi%20di%20laurea.pdf.txt,"Secondo le linee guida fornite, quale stile di carattere deve essere utilizzato per il testo principale della tesi?",A. Times New Roman,B. Arial,C. Calibri,D. Verdana
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/norme-redazionali-e-di-citazione-per-la-stesura-della-tesi-di-laurea-unibo.docx/@@download/file/Linee%20guida%20per%20la%20stesura%20della%20tesi%20di%20laurea.pdf.txt,"Secondo il testo, quale delle seguenti affermazioni riguardo alla citazione di testi è corretta?","A. È necessario citare sempre la fonte dei dati, anche se reperiti sul web.",B. È lecito riprodurre integralmente o parzialmente una tabella o una figura senza citare l'autore.,C.  Le note a più pagina sono utili solo per inserire informazioni aggiuntive che potrebbero appesantire il testo principale.,"D.  Se si eseguono elaborazioni proprie su dati pubblicati, non è necessario specificarlo in calce alla tabella."
../SviluppoCooperazioneInternazionale/redazione-tesi-voto-finale/norme-redazionali-e-di-citazione-per-la-stesura-della-tesi-di-laurea-unibo.docx/@@download/file/Linee%20guida%20per%20la%20stesura%20della%20tesi%20di%20laurea.pdf.txt,"Secondo le linee guida fornite, come si dovrebbe citare una fonte normativa giuridica, come ad esempio una legge?",A.  legge n. 24 del 24 gennaio 1979,B. decreto legge n. 24 del 24 gennaio 1979,C. regolamento n. 24 del 24 gennaio 1979,D. legge n. 24 del 24 febbraio 1979
../SviluppoCooperazioneInternazionale/aule-laboratori-e-biblioteche/index.txt,Quale laboratorio informatico dell'Università di Bologna offre accesso libero a tutti gli studenti iscritti alla Scuola di Scienze Politiche?,A. Laboratorio 1° piano,B. Laboratorio 10-11 piano terra,C.  Entrambe le sale studio,D.  Solo il Laboratorio 1° piano durante le ore di apertura
../SviluppoCooperazioneInternazionale/servizi-dsa-disabilita/index.txt,"Secondo il testo, quale dei seguenti servizi online è disponibile sia per studenti che per personale dell'Università di Bologna?",A. AlmaEsami,B. AlmaRegistri,C.  Bacheca offerte di lavoro,D.  Incarichi extraistituzionali
../SviluppoCooperazioneInternazionale/servizi-dsa-disabilita/index.txt,Quale dei seguenti servizi NON è disponibile tramite il Portale di Ateneo dell'Università di Bologna?,A. UniboImmagine,B. Concilium,C. IRIS - Archivio produzione scientifica,D. La mia e-mail Studenti
../SviluppoCooperazioneInternazionale/servizi-dsa-disabilita/index.txt,Quale dei seguenti servizi NON è offerto dallo Servizio DSA/Disabilità per gli studenti dell'Università di Bologna?,D. Supporto per la ricerca di alloggi studenteschi,"A. Adattamento delle lezioni, come la registrazione delle lezioni o la fornitura di materiali in anticipo",B. Tutorato per lo studio con studenti di Laurea Magistrale,"C. Materiale didattico in formato alternativo, su richiesta all'indirizzo abis.testidigitali@unibo.it"
../SviluppoCooperazioneInternazionale/servizi-dsa-disabilita/index.txt,"Per richiedere agevolazioni per sostenere gli esami di profitto, quanto preavviso è necessario fornire?",A. 15 giorni,B. 7 giorni,C. 30 giorni,D. 10 giorni
../SviluppoCooperazioneInternazionale/servizi-dsa-disabilita/index.txt,"Quali informazioni aggiuntive, oltre a quelle legali, sono disponibili sul sito web?",A. Informazioni sul sito e accessibilità,B.  Impostazioni di privacy,C.  Calendario accademico,D.  Contatti del dipartimento
../SviluppoCooperazioneInternazionale/appelli/index.txt,Quando è possibile iscriversi all'appello orale del corso 'LABORATORI ZAMPONI MARIO' del 03 febbraio 2025?,A. Dal 04 gennaio 2025 al 29 gennaio 2025,B. Dal 15 dicembre 2024 al 09 gennaio 2025,C. Dal 08 dicembre 2024 al 02 gennaio 2025,D. Dal 02 febbraio 2025 al 07 febbraio 2025
../SviluppoCooperazioneInternazionale/appelli/index.txt,In quale aula si terrà l'esame di 'Elementi di Statistica' condotto da Stefania Mignani?,A. Aula C S.P.V.,B. Aula Magna Scaravilli,C. Aula Poeti,D. Aula D Ranzani
../SviluppoCooperazioneInternazionale/appelli/index.txt,In quale aula si terrà l'esame orale del corso 'L'Africa nella storia politica internazionale' tenuto da Mario Zamponi?,A. aula 3 Palazzo Hercolani,B. Aula A San Petronio Vecchio,C. Aula B S. Petronio Vecchio,D. Aula C San Petronio Vecchio
../SviluppoCooperazioneInternazionale/appelli/index.txt,In quale periodo è aperta la lista di iscrizioni per il corso  'LINGUA E CULTURA PERSIANA NOROZI NAHID'?,A. dal 23 settembre 2024 al 06 ottobre 2024,B. dal 04 gennaio 2025 al 29 gennaio 2025,C. dal 24 dicembre 2024 al 03 gennaio 2025,D. dal 04 febbraio 2025 al 03 febbraio 2025
../SviluppoCooperazioneInternazionale/faq-tirocinio/index.txt,"Secondo le informazioni fornite, in quale periodo è possibile anticipare il tirocinio curriculare?","A. Tra il periodo estivo a termine del secondo anno, previa richiesta tramite piano cartaceo.","B. All'inizio del terzo anno, dopo aver sostenuto almeno 5 esami.","C. Durante il periodo di apertura del piano di studi, a partire da novembre.","D. Solo durante il periodo estivo, indipendentemente dall'anno di corso."
../SviluppoCooperazioneInternazionale/faq-tirocinio/index.txt,Quale tipo di tirocinio all'estero prevede una borsa di studio per la durata massima di tre mesi?,A. Erasmus Placement,B. Tirocinio curriculare,C. Tirocinio durante l’Erasmus per studio,D. Tirocinio di sei mesi presso un'azienda italiana
../SviluppoCooperazioneInternazionale/calendario-didattico/index.txt,"Secondo il testo, quale tra questi servizi è disponibile sia per studenti che per personale universitario?",A. AlmaEsami,B. AlmaRegistri,C. Bacheca offerte di lavoro,D. Incarichi extraistituzionali
../SviluppoCooperazioneInternazionale/calendario-didattico/index.txt,Quale dei seguenti servizi NON è menzionato come disponibile per gli studenti dell'Università di Bologna?,D. Servizi di consulenza finanziaria,A.  Concilium,B.  Tesi online,C.  La mia e-mail
../SviluppoCooperazioneInternazionale/calendario-didattico/index.txt,In quale formato sono disponibili i calendari didattici per il corso di Laurea in Sviluppo e cooperazione internazionale?,A. PDF,B. Documenti di Google,C. Presentazioni PowerPoint,D. Fogli di calcolo Excel
../SviluppoCooperazioneInternazionale/calendario-didattico/index.txt,"In base al testo fornito, in quale anno accademico è disponibile il calendario didattico?",A. 2024/25,B. 2023/24,C. 2025/26,D. 2022/23
../SviluppoCooperazioneInternazionale/calendario-didattico/calendario-didattico-24-25.pdf/@@download/file/Calendario%20didattico%2024-25.pdf.txt,In quale periodo si svolgeranno le lezioni del primo semestre?,A. Da lunedì 16.09.2024 a venerdì 20.12.2024,B. Da lunedì 02.09.2024 a venerdì 13.09.2024,C. Da lunedì 28.10.2024 a giovedì 31.10.2024,D. Da lunedì 10.02.2025 a venerdì 30.05.2025
../SviluppoCooperazioneInternazionale/calendario-didattico/calendario-didattico-2023-24.pdf/@@download/file/Calendario%20didattico%202023-24.pdf.txt,Quando si svolgerà la sessione di esami invernale per il corso di Laurea Magistrale in Interdisciplinary Research and Studies on Eastern Europe EAST EUROPEAN AND EURASIAN STUDIES (MIREES)?,A. Dal lunedì 8 gennaio 2024 al venerdì 26 gennaio 2024,B. Dal lunedì 8 gennaio 2024 al venerdì 16 febbraio 2024,C. Dal lunedì 18 dicembre 2023 al venerdì 5 gennaio 2024,D. Dal lunedì 29 gennaio 2024 al venerdì 26 gennaio 2024
../SviluppoCooperazioneInternazionale/insegnamenti/index.txt,Quale dei seguenti servizi NON è disponibile per gli studenti dell'Università di Bologna?,D. AlmaRegistri,A. AlmaEsami,B. Bacheca offerte di lavoro,C. Servizi bibliotecari
